candidate_id,name,party_code,number,title,text
238,Ole Lynggaard Jørgensen,B,3,Lige vilkår for alle - gælder også for handicappede og pensionister.,"Retsikkerheden for handicappede er meget dårlig og tildels tilfældig. Kommunerne taber ca. 1/2 af ankesagerne. De her svage medborgere er helt prisgivet det forvaltningssystem de møder. Nogle sager er der tale om forsætlighed,  grov uagtsomhed eller culpøs adfærd. fra forvaltningens side. I en anden  kontekst ville det være strafbart. Men kommunerne  ansvarsfrie og straffrie. Det skal ændres."
234,Finn Hartvig Nielsen,B,1,Biodiversitet,"Vi skal have mere natur og det skal være vild natur. 30% af arealet i EU skal senest i 2030 være beskyttet natur som aftalt ved COP15. Menneskets aktiviteter har indskrænket levesteder og påvirket naturens økosystemer og kun ved at give naturen mere plads, kan vi sikre, flere arter overlever. Klimakrisen er også en trussel mod den oprindelige flora og fauna. Den grønne omstilling skal op i gear."
234,Finn Hartvig Nielsen,B,2,LGBTQIA+,"Forenet i forskellighed er EU's motto og plads til forskellighed er en kerneværdi for mig. Alle skal have lov til at være sig selv og leve som de vil. Unge skal have de bedste muligheder for at finde deres egen identitet og tage deres egne valg. De fremskridt generationer før os har kæmpet for bliver i disse år undergravet af kræfter globalt, hvor fx transkønnedes rettigheder er under pres."
234,Finn Hartvig Nielsen,B,3,Uddannelse,Vi skal fortsat have verdens bedste ungdomsuddannelser og det nye EPX må ikke føre til dårligere ungdomsuddannelser. Universiteter skal drive fri forskning til gavn for hele samfundet. Vi skal ikke straffe folk fra udlandet for at tage en uddannelse i Danmark eller skære ned på engelsksprogede uddannelser. 
232,Lasse Ovesen,B,3,jagt,"Jagten skal have gode vilkår og foregå på en bæredygtig måde. Jægerne er dem der gør allermest for biodiversitet, nyplantninger og naturgenoprettelse. Jeg går på jagt med spaniels og elsker det."
872,Barbara Krarup Hansen,B,1,Rent drikkevand ,
872,Barbara Krarup Hansen,B,2,Billigere kollektiv transport,
872,Barbara Krarup Hansen,B,3,Gratis tandpleje til udvalgte grupper ,
950,Nicholas Wentworth,B,1,Bæredygtig udvikling af vores landdistrikter,"Vores landdistrikter er noget af det smukkeste vi har, og det er
endda der folk er gladest. Men affolkning, skolelukninger, dårlig
mobilitet og en følelse af at blive overset i den grønne omstilling
plager områderne. Vi skal imødegå den negative udvikling. Vi skal
fremhæve de egenskaber, vores forskellige egne har, vi skal forbinde
vores egne bedre, og vi skal skabe medejerskab over vores
landdist"
950,Nicholas Wentworth,B,2,Vi hviner efter bedre dyrevelfærd,"0,65 m2. Det er mindstekravet til hvor lidt plads en gris på op til
110 kg skal have – det er mindre end et 50 tommer fjernsyn. Det
kan vi ikke være bekendt i Danmark. Dyrevelfærden i det danske
landbrug trænger til et gevaldigt løft, så vi igen kan holde ud at se
på billederne fra vores landbrug."
950,Nicholas Wentworth,B,3,Grøn omstilling skal på dagsordenen igen,"Klima- og miljøpolitik var det, der tændte min interesse for politik,
og det er stadig det emne, der optager mig allermest. Desværre er
det faldet i baggrunden de seneste år og blevet underprioriteret.
Det er tid til igen at samle den ambitiøse klima- og miljøpolitik op
fra asken og sætte den øverst på dagsordenen.
Jeg tror på en ambitiøs klima- og miljøpolitik, dannet i krydsfeltet
mellem faglig "
23,Gitte Spanglev Eriksen,C,1,Familien i fokus,"I en tid hvor der tales normeringer, skærmtid og mistrivsel, er det vigtigt at vi stopper op og kigger på hvad der er af muligheder. Er der pædagoger og lærere nok, kan vi gøre uddannelserne mere interessante, hvordan får vi forældrene til at bruge tid med deres børn, til lektielæsning og leg, hvor bygger vi skoler og institutioner.
Det er nogle af grundstenene, for at familierne trives. "
23,Gitte Spanglev Eriksen,C,2,Rette vilkår for erhvervslivet,"Vi skal sikre ordentlige muligheder for vækst og udvikling på landsplan. Virksomhederne skal ikke drukne i bureaukrati og papirarbejde, så drøm og udvikling går i stå. Der skal ryddes op i regler og love så der kan udvikles. Vi skal huske at placere virksomhederne hvor infrastrukturen virker, med bus, cykel og bil.  hvor de kan vækste over tid uden at genere den unikke natur der er i Danmark.
"
23,Gitte Spanglev Eriksen,C,3,Udvikling med omtanke,"Håndtering af vand og klimasikring har stor betydning, ligesom infrastruktur, miljø, VE-anlæg, veje og udbygning af lokalområder er ting man mærker i hverdagen.
Danmark er kendt for sine naturområder, både i byer, langs kyster og fjorde og på landet  og det skal vi fortsat kæmpe for at bevare, f.eks. som en del af treparts aftalen, samtidig med at vi husker at få mennesket med.
"
15,Christina Foldager,C,1,Mindre bøvl og bureaukrati – mere virkelyst,"Vi har brug for at rydde op i bureaukratiet nu. De mange fejl fx i vores skattesystem, systemets kompleksitet og uigennemsigtighed samt de uligheder, de skaber i samfundet, tærer på tilliden til systemet og vores demokrati. Vi skal turde prioritere og træffe svære beslutninger Jeg kæmper i respekt for dem, der skaber værdierne, for at sikre en ansvarlig økonomi gennem holdbare løsninger."
15,Christina Foldager,C,2,Tryghed hele livet og frie valg,"Vi skal hver især tage øget ansvar i vores nære relationer, mens vi skaber friere rammer, så fx familierne får mulighed for selv at indrette deres liv. Vores trivselskrise kræver, at vi styrker fokus på de mindste børn og på faglighed i institutioner og skoler. Det skal give bedre tid og overskud - og sikre, at alle børn trives. Ældreplejen bør baseres på frie valg og medmenneskelighed. "
15,Christina Foldager,C,3,Grøn og blå balance – for natur og miljø,"Det er helt unikt for Danmark, at vi kan hente grundvand og sende det næsten direkte ud i hanerne. Vi har en særlig forpligtelse til at beskytte drikkevandet, vores natur og vandmiljø mod forurening nu, så vi overholder generationskontrakten. Jeg ønsker bedre styring og kontrol med af brugen af miljøfremmede og hormonforstyrrende stoffer. I dag er de farlige stoffer allevegne. Det skal vi ændre."
815,Morten Høybye,C,1,Et familieliv i balance,"Vi skal sikre et familieliv i balance, og det sikres ikke ved en statsminister der opfrordre til at blive længere ved samlebåndet. 
Det sikres blandt andet ved gode, trygge og stærke daginstitutioner hvor vi afleveres vores børn. 
"
815,Morten Høybye,C,2,En stærk og gennemskuelig økonomi,"Puha den er stor.. 
Vi skal starte med at forsimple skatte systemet, det er for komplekst, dyrt og uigennemskueligt for os normale dødelige. Det skal kunne betale sig at arbejde, derfor skal skatten fjernes eller beskæftigelsesfradraget hæves. 

Stram styring af den offentlige økonomi, alt for meget spildt arbejde og fordyrende regler. "
815,Morten Høybye,C,3,En tryg hverdag,"Vi skal have mindre administrativt arbejde for politi, så tiden bliver brugt på at sikre Danskerne, og ikke ved skrivebordet. 
Min datter, hendes veninder og alle andre børn i Danmark skal kunne gå sikkert og trygt igennem hele Danmark, og vi forældre skal kunne lade dem være ude, uden en uro i maven før de er hjemme igen. 

Dem der bryder loven skal kunne mærke det. "
929,Gunver Birgitte Nielsen,C,1,Et værdigt velfærdssamfund - vi skal løfte vores sociale ansvar.,"Et samfund måles på hvordan samfundets svageste behandles, og vi skal have et værdigt velfærdssamfund igen, hvor de der kan, hjælper dem, der ikke kan. Alle kan noget, og sammen kan vi meget. Samtidig er der værdighed og indre styrke i at kunne klare sig selv, og det skylder vi stor respekt."
929,Gunver Birgitte Nielsen,C,2,Naturbeskyttelse - vi skal tage ansvar for naturen.,"Danmarks natur er unik, og vi har ansvar både for at passe på den og for at rydde op, så kommende generationer også kan opleve fjord, hav og åbne landskaber. Beskyttelse af naturen og et stærkt erhvervsliv hænger uløseligt sammen gennem grøn omstilling, bæredygtighed og langvarige løsninger."
929,Gunver Birgitte Nielsen,C,3,Uddannelse - Vi skal blive dygtige i Danmark igen.,"Uddannelse er fremtiden for de unge, og de unge er Danmarks fremtid. Viden og talent er vores største og vigtigste ressource. Vi skal derfor sigte mod en stærk faglighed i uddannelserne og lokal frihed i tilrettelæggelsen. De svage skal løftes og de dygtige skal have lov at flyve højt. "
65,Rasmus Sandvej,C,1,Vækst skaber morgendagens velfærd,"Det skal i højere grad kunne betale sig at arbejde i Danmark. Vi skal gøre det nemmere at stifte og drive virksomhed og blive mere konkurrencedygtige på europæiske og internationale markeder. Når vi skaber mere vækst og flere indtægter i statskassen, skaber vi et bedre grundlag for at investere i morgendagens velfærd "
65,Rasmus Sandvej,C,2,Atomkraft - En del af fremtidens energiforsyning ,"Atomkraft er en stabil energikilde, som skaber forudsigelighed i energisystemet. Det er også en meget ren og klimavenlig energikilde. Jeg tror at atomkraft kan erstatte de store energiparker på land, som i disse år skaber bekymringer mange landdistrikter. Atomkraft er måske en dyrere løsning end solceller og vindmøller op land, men den er mere stabil og æstetisk end solceller og vindmøller "
65,Rasmus Sandvej,C,3,Til kamp mod mistrivsel og ensomhed ,"Mistrivsel og ensomhed er noget som rammer næsten 10% af den danske befolkning, Især unge og ældre. Det kan, over tid, resultere i stress og depression og dermed have udviklet sig til en sygdom.

Der er behov for at vi tager en mere målrettet og handlekraftig indsats i brug, for at reducere antallet, specielt i de mest udsatte målgrupper, unge og ældre.    "
34,Jens Langer Schou,C,1,Et Sydjylland man kan leve hele livet i,"Danmark skal hænge sammen. Sydjylland skal være et sted, hvor man kan vokse op, tage en uddannelse, få et arbejde, stifte familie og blive gammel. Unge i Sydjylland skal have de samme reelle uddannelsesmuligheder som unge i resten af landet – uden at være tvunget til at flytte langt væk. Det kræver uddannelser med kvalitet, faglige miljøer og stærke forbindelser til lokale virksomheder."
34,Jens Langer Schou,C,2,Økonomi og budgettering som en fast del af folkeskolen,"Vi kan ikke forvente økonomisk ansvarlige voksne, hvis vi ikke lærer børn om penge. Folkeskolen skal undervise i budgettering, privatøkonomi og ansvarlig omgang med penge. Det er ikke kun forældrenes ansvar – det er også statens ansvar."
34,Jens Langer Schou,C,3,Mere synligt politi for øget tryghed,"Tryghed er en forudsætning for frihed. Mere synligt politi i gadebilledet skaber sikkerhed og forebygger kriminalitet – særligt i nattelivet, hvor mange unge i dag føler sig utrygge."
41,Kristian Thomsen,C,1,Tidlig og national indsats for ordblinde og talblinde,Alt for mange børn opdages for sent som ordblinde eller talblinde. Det giver faglige nederlag og lavere selvtillid. Jeg vil indføre obligatorisk tidlig screening og sikre ens rettigheder til støtte og hjælpemidler i hele landet. Alle børn skal have en fair chance for at gennemføre skole og uddannelse.
41,Kristian Thomsen,C,2,Stram og konsekvent udlændingepolitik,"Jeg vil kæmpe for en stram og konsekvent udlændingepolitik. Ophold i Danmark er et ansvar, ikke en ret. Udlændinge, der begår alvorlig kriminalitet, skal som udgangspunkt udvises. Jeg vil stille tydelige krav om integration, arbejde og respekt for danske værdier for at beskytte trygheden og sammenhængskraften."
41,Kristian Thomsen,C,3,Beskyttelse af naturen og ansvarlig bæredygtighed,"Jeg vil kæmpe for at beskytte den natur, vi har, og sikre en ansvarlig og realistisk grøn omstilling. Naturen er en del af vores arv og identitet, og vi har pligt til at passe på den. Vi skal styrke biodiversiteten, beskytte sårbare naturområder og føre klimapolitik med både miljø og økonomisk ansvarlighed for øje."
33,Jannie Boysen Westergaard,C,1,Et stærkere social- og handicapområde,"Vi skal hjælpe de svageste borgere i vores samfund og give dem den omsorg de har brug for. Ingen skal være afhængig af den offentlige sektor, men man skal have den hjælp man har brug for. Ydelserne og økonomien skal hænge sammen.
 "
33,Jannie Boysen Westergaard,C,2,Grøn omstilling med muligheder,"Vi skal tage ansvar for klimaet og miljøet og gøde det der rigtigt i forhold til den grønne omstilling - det har vores efterkommere fortjent. 
Rent vand og ren luft er ikke en selvfølgelighed. Vi skal passe på vores grundvand og værne om naturen. "
33,Jannie Boysen Westergaard,C,3,Vækst og velstand ,"Vi skal gøre det lettere at drive virksomhed i Danmark. Der er alt for mange administrative opgaver for små og mellemstore virksomheder og alt for mange regler, som kan gøres mere lempelige.  "
585,Karina Lorentzen Dehnhardt,F,1,GIV BØRN OG UNGE RO PÅ,"Alt for mange børn og unge mistrives. De skal have
hurtigere hjælp, klasserne skal være mindre, og
normeringerne i institutionerne skal være bedre."
585,Karina Lorentzen Dehnhardt,F,2,STOP FATTIGDOMMEN,"STOP FATTIGDOMMEN
Tandlægen bør være gratis – og vi skal hjælpe dem,
der har mindst i vores samfund."
585,Karina Lorentzen Dehnhardt,F,3,EN VÆRDIG ALDERDOM OG PENSION,"EN VÆRDIG ALDERDOM OG PENSION
De ældre har bygget vores velfærdssamfund og skal
have den hjælp, de har brug for. Jeg vil sikre fair pension
for nedslidte og dem med de længste arbejdsliv."
588,Timm Bøttger,F,1,Velfærd før skattelettelser,"Vi skal investere i vores velfærd, ikke spare den væk.
Vi skal have flere hænder i daginstitutioner, skoler, ældrepleje og psykiatri. Alt det er med til at skabe tryghed i vores fælles hverdag.
Derfor skal vi sørge for en god og ordentlig velfærd før vi giver skattelettelser."
588,Timm Bøttger,F,2,"Grøn trabsport, der virker","Transport er også velfærd.
Når bussen og toget ikke hænger sammen, så rammer det arbejde, uddannelse og familielivet.
Derfor skal Sønderborg og Sydjylland være ordentlig forbundet med resten af landet, så det er muligt at pendle og vælge den grønne løsning."
588,Timm Bøttger,F,3,"Børn, unge og familie","Alle børn og unge fortjener en god start på livet.
Tidlig hjælp, bedre trivsel og støtte til familier skal være en ret, før problemerne vokser sig store og ødelægger familielivet og fremtiden for barnet eller den unge."
589,Christian Mutwa Christensen,F,1,Bedre psykiatri,"I mit arbejde møder jeg ofte mennesker med psykisk sygdom eller dobbeltdiagnoser, som beder om hjælp og er klar til behandling. Psykiatrien vil gerne hjælpe, men mangler ressourcer. Det er et politisk ansvar. Vi skal prioritere midler til flere behandlere og bedre tilbud, så alle får den hjælp, de har brug for. Det er et spørgsmål om værdighed."
589,Christian Mutwa Christensen,F,2,Red vores drikkevand og havmiljø,"I Sydjylland er vores drikkevand truet af pesticider, og vores fjorde lider under forurening. Det skyldes politiske valg, hvor beskyttelsen ikke har været stærk nok. Vi skal forbyde skadelige stoffer nær vores grundvand og investere i at genoprette havmiljøet. Rent vand kræver politisk ansvar. Det ansvar vil jeg tage."
589,Christian Mutwa Christensen,F,3,Reelle minimumsnormeringer – hele dagen,"Minimumsnormeringer skal kunne mærkes på stuen, ikke kun på papiret. Derfor skal de opgøres i hele åbningstiden, uden at tælle ledere og sygefravær med. Samtidig skal flere være uddannede pædagoger. Dit barns tryghed må ikke afhænge af postnummer eller kommunens økonomi."
590,Magnus Ul Hansen Flensborg,F,1,Bekæmp børnefattigdom,"Mens de rigeste bliver rigere, vokser næsten 50.000 børn i Danmark op i fattigdom. Det er fuldstændigt uacceptabelt. Derfor kæmper jeg for at indføre en fattigdomslov i danmark, give gratis skolemad på alle skoler og for at hæve børnepengesatsen. "
590,Magnus Ul Hansen Flensborg,F,2,Bedre og billigere offentlig transport,"Mens regeringen har lettet på afgiften på privatfly, skæres der på busruterne og togbilletten gøres dyrere. Vi har brug for offentlig transport, man kan regne med.
Derfor kæmper jeg for en massiv investering i vores offentlige transport og en ambitiøs afgift på privatfly. "
590,Magnus Ul Hansen Flensborg,F,3,Lad unge være unge,"Rigtigt mange unge har det svært, og mistrivslen er udbredt. Løsningen er ikke forbudspolitik, men en forbedring af unges vilkår. Vi skal udvide og forbedre retten til gratis psykologhjælp til unge, indføre flere tolærerordninger og give et løft til folkeskolen. "
591,Milo Gaarde,F,1,💧 Rent drikkevand,"l årtier har landbruget og svineproduktionen truet det danske drikkevand. Det skal stoppe nu. Ingen skal være i tvivl om, hvorvidt vandet i hanen er rent. Derfor skal vi have et nationalt stop for sprøjtegift omkring drikkevandsboringer i Danmark for at sikre beskyttelse af vores grundvand."
591,Milo Gaarde,F,2,🚌💨 Bedre offentlig transport,"Det er for dyrt at tage tog og bus i dag. Det tvinger mennesker over i bilen og splitter by og land. Offentlig transport skal være til at betale, til at stole på og til at planlægge sit liv efter. Derfor kæmper jeg for en billigere, mere pålidelig og sammenhængende offentlig transport."
591,Milo Gaarde,F,3,❤️‍🩹 Stærkere fællesskaber og trivsel,"Vi kender alle nogen, der kæmper med stress, angst eller depression. De skal mærke, at fællesskabet er stærkere end presset – og at de ikke står alene. Derfor skal vi investere i kortere ventetider, mere hjælp og stærke lokale tilbud, der forebygger psykisk mistrivsel i tide."
592,Ina Juul Jensen,F,1,Jeg vil bekæmpe mistrivslen blandt børn og unge og sænke hastigheden i samfundet,
592,Ina Juul Jensen,F,2,"Ligeløn, ikke pigeløn,  sætte to milliarder af til ligeløn i den offentlige sekt",
592,Ina Juul Jensen,F,3,Stop for gift og forurening i vores drikkevand,
587,Jørgen Kvist,F,1,Stærke lokale folkeskoler,"Alle børn fortjener at gå i en lokal skole, hvor de bliver set og mødt af voksne, der har tid til dem. Der er brug for færre test og et fagligt miljø, hvor lærere og pædagoger kan gøre det, de er bedst til.
Der skal investeres bl.a. stærke lærer- og pædagoguddannelser, lejrskoler og skolemad.
Investering i folkeskolen er også en investering i de lokalsamfund, der bærer Danmark."
587,Jørgen Kvist,F,2,STOP skattelettelser til de rigeste,"Skattelettelser til dem, der har mest, er ikke fair. Pengene mangler i vores skoler, vores sundhedsvæsen og til de fattigste. Der er næsten 50.000 fattige børn i Danmark. Men vi er for rigt et samfund til at have fattigdom.
Det er ikke rimeligt, at vigtige faggrupper som sygeplejersker, pædagoger og ufaglærte slider hver dag, mens gevinsten ender hos dem med de største indkomster."
587,Jørgen Kvist,F,3,Rent vand til næste generation,"Vores børn skal kunne åbne for hanen, bade i havet og lege ved bækken uden at de behøver at tænke på gift i vandet.
Der er brug for store grundvandsparker, som er gift- og gødningsfrie.
Landbruget skal fylde mindre og forurene mindre. Døde fjorde og de fisk, der ikke er der, kalder på langt mindre udledninger af kvælstof.
En ren natur er en arv, vi skal give intakt videre til næste generation."
586,Sofus Teislev,F,1,Sammenhængskraft,"Sammenhængskraft i Danmark skabes lokalt – i foreninger og frivillige fællesskaber. Det er her, vi mødes på tværs, tager ansvar og lærer demokrati i praksis. Frivillige skal have bedre vilkår, færre bureaukratiske barrierer og klare regler. Små fællesskaber må ikke drukne i papirarbejde. Vil vi styrke tilliden i samfundet, skal vi styrke foreningslivet."
586,Sofus Teislev,F,2,Arbejdskraft,"Et lige og værdigt arbejdsmarked
Arbejde skal give tryghed, fællesskab og stolthed; ikke nedslidning og usikkerhed. Jeg vil kæmpe for ordentlige løn og vilkår, stop for social dumping og respekt for den danske model. International arbejdskraft skal behandles ordentligt, seniorer fastholdes, og ingen skal tvinges til at arbejde til de er 70. Arbejdskraft handler om mennesker. Ikke tal."
586,Sofus Teislev,F,3,Foregangsland på klimaområdet,"Danmark skal være rødt, hvidt og grønt. Jeg vil holde fast i ambitiøse klimamål og presse på, hvor de ikke er ambitiøse nok. Den grønne omstilling skal fremskyndes med 100 % vedvarende energi, mere vind og mere natur. Også ved at tage landbrugsjord ud af drift. Klimakrisen kræver samtidig stærkt internationalt samarbejde."
850,Jan Køpke Christensen,H,1,stram udlændingepolitik,"Danmark skal bevare sin kulturelle sammenhængskraft og sine frihedsværdier. Derfor har vi brug for en stram udlændingepolitik, hvor indvandring begrænses, og integration stiller klare krav om respekt for danske love og normer. Religion – herunder islam – skal være en privat sag og må ikke fylde i det offentlige rum, der udfordrer demokrati, ligestilling og ytringsfrihed. "
850,Jan Køpke Christensen,H,2,Lavere skat og mindre stat •	,"Lavere skat og mindre stat er min holdning:
•	Betydelige skattelettelser til borgere og virksomheder
•	Afskaffelse eller reduktion af afgifter
•	Mindre bureaukrati og færre offentlige udgifter
•	Større økonomisk frihed til den enkelte
"
850,Jan Køpke Christensen,H,3,Lov og orden  ,"Lov og orden

Hårdere straffe for grov kriminalitet

Konsekvent udvisning af kriminelle udlændinge

Styrket politi og retssystem"
258,Jørn Dohrmann,H,1,Retspolitik ,"Danmark skal være et frit og trygt land- ikke et samfund præget af utryghed, parallelsamfund og svigtende ansvar."
258,Jørn Dohrmann,H,2,udlændingepolitik,"Respekt for Danmark er ikke til forhandling. Personer, der ikke vil vores land og ikke respekterer danske værdier, høre ikke hjemme her. kriminelle indvandrere og afviste asylansøgere skal konsekvent og hurtig udvises."
258,Jørn Dohrmann,H,3,Bureaukratiet skal reduceres,"Det offentlige system er vokset borgerne over hovedet. Bureaukratiet skal skæres hårdt ned, og der skal være en indgang til det offentlige, så borgerne ikke bliver kastebold mellem myndigheder og regler"
260,Karsten Byrgesen,H,1,Bekæmpelse af social uretfærdighed der rammer almindelige mennesker.,"Pensioner uanset type er uanstændige almisser, der gør både pensionister og syge yngre til udsatte mennesker. Børnefamilier betaler formuer til pasning af børnene i et marked præget af forskelle. Der skal sættes et udgiftsloft.  Grøn ejerafgift rammer almindelige mennesker med en benzin eller dieselbil. Der skal ens afgifter på alle motorkøretøjer uanset motortype og drivmiddel. "
260,Karsten Byrgesen,H,2,"Danskere skal ikke mikroreguleres, kontrolleres og overvåges af staten","Alt for længe har politikerne fået mere magt over danskernes liv.
Kontrol, overvågning og adfærdsregulering skal rulles tilbage.
Jeg vil styrke og genoprette borgerrettighederne, sænke afgifterne, fjerne unødige forbud, indføre mere direkte demokrati, oprette forvaltnings- og
forfatningsdomstol, stoppe statsgæld og begrænse statens størrelse — så magten flyttes tilbage til borgerne."
260,Karsten Byrgesen,H,3,Danmark skal bestå,"Vil du give et helt Danmark videre til vores børn eller give det til fremmede der om generationer gør Danmark til en islamisk stat. Enten kommer der mere islam eller vi handler og der kommer mindre.  Valget er dit, men det er et, du skal træffe nu, før det er for sent.     Du behøver ikke sige det højt, men når du står i stemmeboksen, så tag ansvar. "
263,Nadja Natalie Isaksen,H,1,Udlændingepolitik,"Danmark skal ikke foræres væk til fremmede. Danmark skal forblive dansk. De nuværende politikere vil ikke gøre det nødvendige for at redde Danmark. I stedet for at løse problemet ved roden, har danskere fået lappeløsninger og symbolpolitik, hvor resultatet har været mere indvandring, mere kriminalitet og mere islam. Konventionerne er vigtigere for dem end Danmarks fremtid. For mig er det omvendt. "
263,Nadja Natalie Isaksen,H,2,Staten skal på en effektiv slankekur,"Staten skal bygges op omkring simple regler. Det nuværende system er alt for kompliceret og tungt at navigere i, både for borgere og virksomheder. Det er på tide, at vi vender systemet på hovedet, så staten arbejder for borgerne. Staten skal levere kernevelfærd, opretholde lov og orden og sørge for, at Danmark er verdens bedste land at bo i og drive virksomhed i."
263,Nadja Natalie Isaksen,H,3,Ældre- og omsorgspolitik,"Alt for mange ældre behandles i dag som et nummer i systemet. Der er for lidt frihed, for lidt respekt og for lidt tryghed. Ældre skal ses og høres med værdighed. Det kræver, at plejepersonalet taler dansk og forstår den danske kultur. De ældre skal have frihed til selv at vælge – og tryghed til at vide, at samfundet er der, når man får brug for hjælp. "
152,Steffen Larsen,I,1,Kampen for vores frihedsrettigheder,"I de seneste år er ytringsfriheden, den kunstneriske frihed og privatlivet igen og igen blev presset af skiftende regeringer. Det er med øget overvågning, øget kontrol af hvad vi siger og skriver på nettet og med direkte forbud og indskrænkninger af ytringsfriheden.

Vi skal sætte stærke hegn om privatlivet, om ytringsfriheden og imod statens kontrol iver."
152,Steffen Larsen,I,2,Bekæmpe bureaukratiet og styrke erhvervslivet.,"Vores erhvervsliv er den motor der driver Danmark, uden gode virksomheder, innovation og nye produkter, så vil dansk økonomi gå i forfald. Med øgede byrder, afgifter og utallige bureaukratiske regler, har SVM regeringen øget udgifterne til bureaukrati i landets virksomheder og i staten, hvor 18.000 ekstra bureaukrater er blevet ansat siden Mette Frederiksen tog magten. Det skal rulles tilbage!"
152,Steffen Larsen,I,3,En stram men fair udlændingepolitik!,"Kæmper for en hård men fair og rationel udlændingepolitik, hvor kriminelle udlændinge og dem der laver parallelsamfund for at undermineres vores retsstat, de smides ud af Danmark, men hvor der er plads til IT-ingeniøren fra Canada og dem der faktisk vil vores land det godt."
153,Kim Alexander Jensen,I,1,Teknologisk fremsyn og moderne energipolitik,"Danmark skal være førende i ny teknologi. Vi skal åbne for atomkraft, sikre stabil og grøn strøm til AI og datacentre og give plads til selvkørende biler og deleøkonomi. Lovgivningen skal følge udviklingen – ikke beskytte fortiden."
153,Kim Alexander Jensen,I,2,Mindre bureaukrati og friere erhvervsliv,"Jeg ser dagligt, hvordan unødigt bureaukrati spænder ben for dem, der skaber værdierne. Alt for mange virksomheder drukner i dokumentation og detailregulering. Det koster innovation og arbejdspladser. Vi skal rydde op i reglerne, sænke skatten og gøre det lettere at skabe og udvikle virksomheder i Danmark."
153,Kim Alexander Jensen,I,3,Overvågning er magt – ikke frihed,"Uden privatliv er vi ikke frie borgere. Når staten overvåger alt om alle, ændrer det vores adfærd og begrænser vores mod til at tænke, tale og udfordre normerne. Frihed fra overvågning er en forudsætning for identitet, innovation og et levende demokrati. Overvågning er magt – ikke frihed."
154,Helena Artmann Andresen,I,1,Mere luft i din økonomi – og et Danmark som verdens bedste iværksætterland,"Du skal kunne mærke friheden i din hverdag – ikke presset fra skatter og afgifter. Når du arbejder hårdt, skal der være mere tilbage til dig selv og dine drømme. Derfor kæmper jeg for lavere skat og færre regler. Gør vi det lettere at drive virksomhed, skaber vi vækst og en stærkere økonomi, som kan finansiere fremtidens velfærd."
154,Helena Artmann Andresen,I,2,VI skal have verdens bedste velfærdssamfund,"Danmark skal have den bedste velfærd – ikke bare den dyreste. Alt for mange er utrygge ved skole, hospital og plejehjem. Vi skal turde tænke nyt. Jeg kæmper for reelt frit valg, hvor pengene følger borgeren – uanset om tilbuddet er offentligt, selvejende eller privat. Mindre bureaukrati og mere kvalitet tæt på mennesker."
154,Helena Artmann Andresen,I,3,Tryghed og retssikkerhed,"Konsekvent udvisning af kriminelle udlændinge og en styrket retssikkerhed, så lovlydige borgere ikke bliver klemt af systemet. Staten skal kende sine grænser, og borgerne skal kunne have tillid til, at reglerne er klare, proportionale og retfærdige."
155,Cecilie Liv Hansen,I,1,Mere frihed til at forme familielivet,"Familier er forskellige — derfor skal politik give plads, ikke begrænsninger.
• Pasningsmuligheder for børn skal ikke afgøres af forældrenes postnummer
• Afskaffelse af øremærket barsel — familier ved bedst selv
• Større økonomisk frihed, så familierne bedre kan prioritere og tilrettelægge deres hverdag som det passer dem."
155,Cecilie Liv Hansen,I,2,En styrket psykiatri med mennesket i centrum,"Når man rækker ud efter hjælp, skal man blive mødt med tillid og handling.
• Mindre bureaukrati og større faglig frihed til medarbejderne
• Flere behandlingsmuligheder — også alternative og evidensbaserede tilgange
• Sammenhængende og helhedsorienterede behandlingsforløb
• Hurtigere og mere seriøs respons, når borgere kontakter psykiatrien."
155,Cecilie Liv Hansen,I,3,En realistisk og ambitiøs miljø- og klimapolitik,"Vi skal passe på naturen og klimaet— men gøre det klogt og effektivt.
• Mere beskyttet natur og flere lokale naturparker
• Stærkere incitamenter og fremmelse af bæredygtige innovationer.
• Grøn omstilling med fokus på effekt, med udsigt til implementering på nationalt- og EU plan.
• Klimaudfordringer stopper ikke ved kommunegrænserne — løsninger skal være realistiske og ikke symbolpolitiske."
156,Christian Jørgensen,I,1,Økonomi og velfærd,"Styr på økonomien er en forudsætning for, at det danske velfærdssamfund kan bevares og udvikles."
156,Christian Jørgensen,I,2,Beskæftigelse og erhvervsliv,"Gode jobs til lønmodtagerne og gode rammevilkår for danske virksomheder er forudsætningen for, at vi kan bevare og videreudvikle vores velfærdssamfund."
156,Christian Jørgensen,I,3,Forsvar og udenrigspolitik,Danskernes sikkerhed og Danmarks interesser skal prioriteres i en usikker verden.
157,Carl Andersen,I,1,Ro og faglighed i folkeskolen,"Vi skal styrke vores folkeskole. Intet er vigtigere for os som forældre, end at vide at vores børn har det trygt og lærer noget i skolen. Derfor skal vi styrke respekten for lærerne, højne kvaliteten af undervisningen og sikre ressourcer til fx niveauinddeling og tidlig indsats. Vi skal genindføre specialklasserne og have flere specialiserede skoler."
